race,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,base_openness,base_conscientiousness,base_extraversion,base_agreeableness,base_neuroticism,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills,student_id,program_code,program_name,faculty,department,year1_modules,num_year1_modules,clan_affinity,selection_probability
Dwarf,granite,neuter,Varnim,Hammerpost,Varnim Hammerpost,18,vocational,2,mental_health_disability,0.5716728176989706,0.8239464301722775,0.4085784515078327,0.6726667014547335,0.4464774722352741,0.6716728176989706,0.7739464301722775,0.4085784515078327,0.6726667014547335,0.6964774722352741,0.6012371402253402,0.6666364512051236,0.7755470250336421,0.5783204644609383,0.6066444286828424,0.6147149901459745,0.7142168454465186,0.8273579868897633,409,1.1.2,Mutual Aid and Guild Governance,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"History of Mutual Aid and Guild Traditions,Foundations of Self-Governance",2,0.1,0.14912014514900712
Dwarf,malachite,male,Harnik,Alloycloak,Harnik Alloycloak,18,vocational,4,,0.6100677544941753,0.8207383408041664,0.4894591894452788,0.8535321897016237,0.3806462918379363,0.7100677544941753,0.8707383408041663,0.5894591894452789,0.8535321897016237,0.4306462918379363,0.8396211281374617,0.906700866637908,0.6475564061687389,0.7369746447168122,0.8497952365165996,0.7315168737372006,0.8648460875521485,0.933494360397848,410,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.45,0.4669810564068731
Dwarf,obsidian,neuter,Aurel,Thoughtwell,Aurel Thoughtwell,18,no_qualifications,7,dyslexia,0.7710445000975655,0.7774118310004217,0.4640210843951604,0.5670845255884789,0.5170075835156438,0.7710445000975654,0.6774118310004216,0.5140210843951605,0.5670845255884789,0.7670075835156439,0.9566504927776884,0.8663492177076363,0.5935214475647709,0.6535146957504168,0.9204514446281382,0.4181888665639041,0.9598993167004354,0.4622875837243013,411,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.6,0.6228325246388844
Elf,yew,female,Saelith,Veilkeeper,Saelith Veilkeeper,18,academic,6,mental_health_disability,0.5538060077793656,0.8433057393890608,0.6951537768542637,0.3872875291553885,0.5383056987743026,0.6538060077793656,0.7933057393890608,0.5951537768542637,0.3872875291553885,0.8883056987743025,0.6513348225372013,0.7006969720323373,0.7640485859912111,0.8132818894607715,0.774696788780966,0.6334129957432926,0.6456488525162432,0.7649300812805413,412,3.1.28,Indigenous and Folk Knowledge Systems,Faculty of Integrative Inquiry,Ecologies of Knowledge,"Introduction to Indigenous and Folk Epistemologies,Story, Land, and Lineage as Knowledge Archives",2,0.05,0.05756674112686007
Dwarf,malachite,male,Garrun,Chainshaft,Garrun Chainshaft,18,academic,4,no_known_disabilities,0.8717607318929915,0.9247559318033416,0.4306633944761868,0.6428575286599477,0.4586055917032,1.0,0.95,0.5306633944761868,0.6428575286599477,0.5086055917032,0.7747540856468236,0.9128068810945782,0.6795484043372716,0.7614377192283611,0.8860113749709795,0.7907420868644309,0.8776743059141217,0.8996237297275824,413,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.45,0.4637377042823412
Dwarf,sandstone,female,Ilyra,Bridgeglen,Ilyra Bridgeglen,18,academic,7,adhd,0.6830705069222813,0.5746695155579576,0.6703632302244159,0.6578262965661119,0.3724267071966213,0.9330705069222812,0.4746695155579576,0.8203632302244158,0.6578262965661119,0.6224267071966213,0.7417302210706562,0.7694321851858744,0.6593318793513284,0.935189897177393,0.8308434711241222,0.8131405540631487,0.7570608711968037,0.7346648093694791,414,2.3.22,Mediation,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Foundations of Mediation and Dialogue,Listening Between: Power, Culture, Emotion",2,0.8,0.8120865110535329
Elf,rowan,male,Neren,Gladeweaver,Neren Gladeweaver,18,academic,7,mental_health_disability,0.892134524252854,0.6282819462326089,0.8458003872091856,0.8962134280889471,0.4788471268302399,0.942134524252854,0.5782819462326089,0.6958003872091855,0.8962134280889471,0.92884712683024,0.8271730620884336,0.8174179631289825,0.6818656603062612,0.8993007587486048,0.8306236579260949,0.8987664183956537,0.7988212190025349,0.6803766548592491,415,4.1.35,Multispecies Semantics,Faculty of Living Lore,Language and Symbol,"Foundations in Cross-Species Communication,Meaning Beyond Words: Gesture, Scent, Frequency",2,0.9,0.9163586531044217
Dwarf,flint,male,Karn,Deepgrit,Karn Deepgrit,18,academic,8,deaf_or_hearing_impaired,0.4776995363584299,0.7465014431985957,0.6958067118022777,0.3363914113695491,0.3526534357396488,0.6276995363584299,0.7965014431985956,0.7458067118022776,0.3363914113695491,0.5026534357396489,0.7185429270292052,0.7330996328710175,0.7538907391507356,0.6463071345639326,0.5512104657110002,0.6782118278193675,0.4964880367898239,0.8538246975042838,416,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.15,0.16092714635146024
Dwarf,slate,female,Delra,Dowelturn,Delra Dowelturn,18,no_qualifications,1,no_known_disabilities,0.6466671999090372,0.9304768471788086,0.4372264510022449,0.4602234847508589,0.5234563658302662,0.7966671999090371,0.8804768471788086,0.6372264510022448,0.4602234847508589,0.5234563658302662,0.6347800659628718,0.5667747858340079,0.7743762589410002,0.5328660103887785,0.6879227725791665,0.3824230728111347,0.5899901763290654,0.9741347450792056,417,3.3.32,Embodied Research Methods,Faculty of Integrative Inquiry,Transdisciplinary Design and Praxis,"The Body as Instrument, Archive, and Witness,Introduction to Embodied Inquiry Practices",2,0.05,0.056739003298143596
Dwarf,slate,neuter,Lorn,Metricmantle,Lorn Metricmantle,18,academic,1,physical_disability,0.596375440057438,0.7258743758983919,0.2760518566775044,0.6756937976501195,0.6009827840091299,0.896375440057438,0.7758743758983918,0.4760518566775044,0.6756937976501195,0.6509827840091299,0.7131665260401696,0.6690141293779189,0.7685145753071331,0.4515381074496095,0.8161911938700793,0.3084808809221888,0.7964766101116576,0.8622101053680065,418,3.3.31,Knowledge System Prototyping,Faculty of Integrative Inquiry,Transdisciplinary Design and Praxis,"Foundations of Systems and Frameworks,Mapping Knowledge: Visualisation and Vocabulary",2,0.3,0.31065832630200846
Elf,palm,male,Coren,Breakwave,Coren Breakwave,18,vocational,2,blind_or_visually_impaired,0.7574074024257809,0.6275225590273849,0.7836643217811252,0.7137371732115665,0.5802439245138338,0.9574074024257808,0.6775225590273848,0.9836643217811252,0.7137371732115665,0.5302439245138338,0.7796541482894079,0.7887564846394487,0.5947848845726583,0.9128130902797328,0.9291850492710138,0.9655158293323384,0.6944013155114988,0.8023912696703364,419,4.4.43,Conflict Transformation through Cultural Design,Faculty of Living Lore,Political Myth and Governance,"Conflict as Pattern: Myths of Harmony and Rupture,Design Principles for Holding Heat",2,0.05,0.10972344765704849
Dwarf,obsidian,male,Vareth,Deepchant,Vareth Deepchant,21,vocational,7,adhd,0.8068537800469273,0.7597196061680739,0.5696079161406482,0.699308865598364,0.5260164344759507,0.8568537800469272,0.7597196061680739,0.6196079161406481,0.699308865598364,0.7260164344759507,0.9288084898891168,0.8569690079627093,0.4210814910689514,0.8214901939438193,0.8864013625190692,0.6352105203585475,0.9496564140697408,0.5211384542604792,420,4.1.35,Multispecies Semantics,Faculty of Living Lore,Language and Symbol,"Foundations in Cross-Species Communication,Meaning Beyond Words: Gesture, Scent, Frequency",2,0.9,0.9214404244944558
Dwarf,bismuth,male,Calo,Colorpulse,Calo Colorpulse,18,academic,4,"mental_health_disability,adhd",0.8169830974900174,0.6528157370618406,0.5775518756443436,0.5854093906662666,0.6879809715396652,1.0,0.4528157370618406,0.5775518756443436,0.5854093906662666,1.0,0.8062578385213844,0.5353844539613519,0.5932329010299802,0.8512657364300669,0.9080830500638422,0.7826364387674938,0.9082550316507322,0.574204581681578,421,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.45,0.47463618202906727
Dwarf,flint,neuter,Doni,Quarryhook,Doni Quarryhook,18,academic,4,no_known_disabilities,0.6081961209457958,0.701054999080613,0.5312051755385306,0.4721167645102727,0.4728759885265776,0.8081961209457957,0.7510549990806129,0.6312051755385306,0.4721167645102727,0.5228759885265777,0.5213973077407115,0.6230157746287992,0.7907339831116119,0.6963834022284244,0.5785690335211758,0.5176469266170615,0.5655907513273544,0.8899209345198056,422,1.1.2,Mutual Aid and Guild Governance,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"History of Mutual Aid and Guild Traditions,Foundations of Self-Governance",2,0.3,0.33847694275797674
Dwarf,obsidian,male,Drelan,Mirrorbind,Drelan Mirrorbind,19,vocational,7,no_known_disabilities,0.7194675160765915,0.6575097813484904,0.5733809366950533,0.4057897396680954,0.4960295772523086,0.7694675160765915,0.7075097813484903,0.6233809366950532,0.4057897396680954,0.6460295772523087,0.8876137212577672,0.7394524196723509,0.5687286625295196,0.688167371331275,0.9566201819469776,0.594535471346823,0.8269828520690945,0.5623930985387965,423,4.1.34,Comparative Runes and Scripts,Faculty of Living Lore,Language and Symbol,"Introduction to Runic Systems: Function, Form, Origin,Scripts as Tools and Talismans",2,0.95,0.9693806860628883
Dwarf,malachite,male,Garrun,Ironcoil,Garrun Ironcoil,18,vocational,8,autistic_spectrum,0.6561535826965471,0.9001559141032038,0.691646952860425,0.6644278199887416,0.2560735894371728,0.706153582696547,0.95,0.541646952860425,0.6644278199887416,0.4060735894371728,0.8848757731466442,0.9267101557249336,0.5805821844284492,0.6833934455154398,0.8772122881848605,0.6635059531200224,0.8331693724299609,0.8824028466360053,424,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.9,0.9192437886573323
Elf,palm,male,Kelren,Lamentbloom,Kelren Lamentbloom,18,academic,5,,0.6318081569866136,0.6814705966766897,0.7110731801455231,0.8249228269268454,0.3214268313273472,0.8318081569866136,0.7314705966766897,0.8110731801455231,0.8249228269268454,0.3714268313273472,0.750827381535785,0.7561399178379372,0.5225634781555953,0.8714568822040203,0.7847759815575578,0.8540098028872952,0.8105353174071468,0.7427183193715785,425,4.4.43,Conflict Transformation through Cultural Design,Faculty of Living Lore,Political Myth and Governance,"Conflict as Pattern: Myths of Harmony and Rupture,Design Principles for Holding Heat",2,0.05,0.09572218477545062
Dwarf,sandstone,female,Mirra,Rivermason,Mirra Rivermason,18,academic,4,no_known_disabilities,0.7980007813723798,0.5866873457422151,0.642223009017346,0.6469902543571556,0.3918172657709005,0.9980007813723798,0.6366873457422151,0.742223009017346,0.6469902543571556,0.4418172657709004,0.7747902855568514,0.6487856658117147,0.5773269241669587,0.9167455285926912,0.6558845410158948,0.8588123809510083,0.8130796234095521,0.7933490862256717,426,2.4.26,Ancient Rites,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Rites of the Ancients: Elven, Dwarven, and Beyond,Reading Ritual Traces in Landscape and Object",2,0.05,0.06373951427784258
Elf,baobab,female,Yllessa,Bloomthrone,Yllessa Bloomthrone,18,academic,5,dyslexia,0.7986696982999646,0.8903368893807984,0.6936825436544132,0.4095244899701331,0.3374071461600768,0.9986696982999644,0.8903368893807982,0.7936825436544132,0.4095244899701331,0.4374071461600767,0.6834751303372761,0.5203370544171345,0.9054870846671504,0.6600459526728312,0.6972536396643455,0.5004354842364717,0.7011816150280058,0.4923256532673788,427,4.3.39,Elven Ethics in Modern Governance,Faculty of Living Lore,Philosophy and Ethics,"Rooted Reasoning: Foundations of Elven Moral Thought,Harmonies and Hierarchies: Structures of Elven Governance",2,0.95,0.99
Dwarf,sandstone,male,Bram,Wayweaver,Bram Wayweaver,18,academic,1,"blind_or_visually_impaired,communication_difficulties",0.6831481841532584,0.7620108318948257,0.7166385356884208,0.6357300172828066,0.2241329600628002,0.9831481841532584,0.8120108318948256,0.7666385356884208,0.6357300172828066,0.2741329600628003,0.5926758929442825,0.7925158226794033,0.7013218075101451,0.9568254127789266,0.8361310793927299,0.781041517952547,0.7502701873560284,0.5838375742485649,428,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.45,0.4747659753982286
Elf,ash,female,Maelis,Riftbrand,Maelis Riftbrand,18,vocational,7,no_known_disabilities,0.6292737508728808,0.5120734311857752,0.7259709242926283,0.5276065822986051,0.6986647794218708,0.6792737508728808,0.5620734311857751,0.7759709242926283,0.5276065822986051,0.8486647794218708,0.8908718305884167,0.6149168919557412,0.7827596130680479,0.6926146110999942,0.8929495875619479,0.6543026542394832,0.6694777421623629,0.6136514030390855,429,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.25,0.2695435915294208
Dwarf,bismuth,female,Thessa,Schemelight,Thessa Schemelight,18,vocational,5,no_known_disabilities,0.8370952698241585,0.4694551204738168,0.7849774471742164,0.5083069660276326,0.4418396390995545,0.9370952698241584,0.5194551204738168,0.8849774471742163,0.5083069660276326,0.4918396390995544,0.8083859352775393,0.6292265482665406,0.437636231099301,0.8491984766300611,0.8305046968064748,0.6879612507310947,0.9776341209219016,0.6434741628346086,430,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.3,0.315419296763877
Elf,holly,female,Thirel,Lorebloom,Thirel Lorebloom,18,vocational,5,mental_health_disability,0.7575654754892702,0.8810243106930962,0.3059067935927253,0.807113271489427,0.5803554655213095,0.7575654754892702,0.8310243106930961,0.2059067935927253,0.807113271489427,0.9303554655213097,0.8212786505930256,0.9083734915787692,0.6784508998469669,0.7681361057581352,0.8174059159357854,0.5781052565281946,0.8242078288247159,0.8026360913125646,431,2.3.23,Hospitality as Praxis,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Histories and Futures of Hospitality,The Host as Educator and Healer",2,0.8,0.8160639325296514
Dwarf,bismuth,male,Ossel,Whirlgrace,Ossel Whirlgrace,18,vocational,6,adhd,0.8067364244763098,0.44510376241953,0.6270572276903068,0.5559000429033222,0.5091641180880649,1.0,0.3451037624195299,0.8270572276903068,0.5559000429033222,0.659164118088065,0.8539349748217742,0.8023668758748499,0.6231352335093961,0.95876793699196,0.905926871226696,0.795170313001674,0.9559794448454788,0.6126609775671249,432,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.75,0.7676967487410887
Dwarf,obsidian,male,Brynden,Sigilstone,Brynden Sigilstone,18,academic,1,blind_or_visually_impaired,0.8136458763938024,0.7477232360146115,0.3559108166448513,0.5982685161816783,0.4653723954367853,1.0,0.7977232360146115,0.5559108166448513,0.5982685161816783,0.4153723954367853,0.9773004017552562,0.7583347462713278,0.6086294258160928,0.7135262699797628,0.9848089170415796,0.5836461492986442,0.8811215991484707,0.4084116387350896,433,1.1.3,Pedagogies of the Hand,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"Learning Through Making: Foundations,Embodied Knowledge and Apprenticeship Models",2,0.05,0.07386502008776281
Dwarf,slate,female,Tilna,Linevault,Tilna Linevault,24,academic,5,no_known_disabilities,0.5663742014606873,0.8999573635124754,0.3831518522125458,0.4674280712976458,0.5839156077608436,0.6163742014606872,1.0,0.3331518522125458,0.4674280712976458,0.5339156077608436,0.6865268998319224,0.5009801323033428,0.81354035493604,0.3161641160547675,0.5629090071293508,0.4131404459545544,0.6185264348116257,0.9087447933930726,434,4.3.40,Critical Power,Faculty of Living Lore,Philosophy and Ethics,"Power as Pattern: Visibility, Inheritance, Flow,Naming the Bindings: Ideology, Myth, and Control",2,0.9,0.9093263449915961
Elf,rowan,male,Jerren,Starpetal,Jerren Starpetal,23,academic,2,,0.7871744738404092,0.6200448661717536,0.8682163838106434,0.8241559535157927,0.3632761728052589,0.9371744738404092,0.8200448661717535,0.9182163838106432,0.8241559535157927,0.2132761728052589,0.9023809845891444,0.8576026181954695,0.7004673589527742,0.8699890493336933,0.8970622199748811,0.9424281726311756,0.7536344414888413,0.5951965603101191,435,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.55,0.5901657851247347
Dwarf,flint,female,Ulfa,Tunnelbrace,Ulfa Tunnelbrace,18,vocational,4,mental_health_disability,0.4786491731226398,0.6638552312879741,0.5241549675774536,0.4685393557986413,0.3040813186352005,0.4786491731226397,0.613855231287974,0.4241549675774536,0.4685393557986413,0.6540813186352006,0.5151862470204803,0.6322155580435831,0.8302604572656017,0.6647387516532489,0.5127950762888367,0.6496489591258319,0.4077155460374272,0.8816469548824512,436,1.2.6,Brewcraft and Fermentation Systems,Faculty of Applied Forging,Food and Sustenance Technologies,"The Alchemy of Fermentation,Yeasts, Bacteria, and Microbial Worlds",2,0.05,0.0837853580775842
Elf,rowan,neuter,Eiran,Starpetal,Eiran Starpetal,18,vocational,6,autistic_spectrum,0.745073865174195,0.5188694772820578,0.7135066272188062,0.9147313471326732,0.2662474747633448,0.845073865174195,0.6688694772820577,0.6135066272188062,0.9147313471326732,0.3162474747633448,0.7453795773456274,0.8696009189772919,0.6630348163342447,0.9358991460589524,0.8521183396867826,0.8457624614070716,0.8635347946812711,0.5173438121010694,437,1.1.3,Pedagogies of the Hand,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"Learning Through Making: Foundations,Embodied Knowledge and Apprenticeship Models",2,0.05,0.062268978867281374
Elf,palm,male,Kelren,Shellmantle,Kelren Shellmantle,18,academic,5,,0.7006391853547942,0.5576321710457144,0.8699174933128806,0.8263588016480226,0.3521676525194234,0.9006391853547941,0.6076321710457143,0.9699174933128806,0.8263588016480226,0.4021676525194234,0.6150927233789598,0.8685966943566287,0.4842929482777956,0.9275927975574983,0.8174179655118158,0.961830258899947,0.8168213309875083,0.7205745041478645,438,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.5,0.505754636168948
Dwarf,slate,male,Varnel,Planeforge,Varnel Planeforge,18,no_qualifications,8,,0.4422086271582239,0.7549186694986768,0.3445832838178162,0.4127412731465234,0.5387601956134902,0.4422086271582239,0.7049186694986768,0.3945832838178162,0.4127412731465234,0.7387601956134903,0.8177671093882215,0.4380520029668018,0.6863108662545065,0.315654864326882,0.575742417661167,0.5198395938671849,0.7500981701693574,0.9373257637152534,439,2.3.21,Restorative Space Design,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Principles of Restorative Space,Materials, Light, and Layout for Healing,Thresholds and Transitions: Entering With Intention",3,0.05,0.06010921818523347
Elf,yew,female,Thalira,Thorncounsel,Thalira Thorncounsel,18,vocational,2,,0.6607807979387215,0.9213072460527932,0.4756044201037157,0.4143442960083152,0.5332927709033067,0.8607807979387214,0.95,0.6756044201037157,0.4143442960083152,0.4832927709033067,0.6819070101473289,0.646075130810878,0.8042973007467669,0.7546311213727002,0.7638227615572734,0.677230896313381,0.789760188416679,0.7723813218818498,440,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.6,0.6090953505073664
Elf,yew,neuter,Saenil,Pactweaver,Saenil Pactweaver,18,academic,4,"autistic_spectrum,adhd",0.6921864647173066,0.8035002629203332,0.4896477495546003,0.5852064204418885,0.3346170687029771,0.9921864647173064,0.803500262920333,0.4896477495546003,0.5852064204418885,0.4846170687029771,0.814010574693988,0.7801765866153799,0.7549838743100871,0.8113998211223148,0.6910558724878991,0.6869286714797691,0.6654747511358694,0.7944609141697688,441,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.05,0.09268296235169743
Dwarf,bismuth,female,Thessa,Thoughtcoil,Thessa Thoughtcoil,20,vocational,2,no_known_disabilities,0.8787061311773399,0.4066751055778993,0.715014082880578,0.5330698726163698,0.6368138900385774,0.9787061311773398,0.5566751055778993,0.815014082880578,0.5330698726163698,0.5368138900385774,0.8933202231051068,0.6141886196202176,0.5085892935805315,0.8973390009734189,0.8255301687074418,0.6080360262894581,0.9077403684777386,0.6479661338574536,442,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.85,0.9125862814053349
Elf,rowan,male,Thairon,Gladeweaver,Thairon Gladeweaver,18,vocational,2,no_known_disabilities,0.8334006003813569,0.540289089318556,0.8797889897218079,0.9236303108874836,0.2569989527606853,1.0,0.590289089318556,1.0,0.9236303108874836,0.2069989527606853,0.7127220899105028,0.7547580382866522,0.6821305309176888,1.0,0.821454184399209,0.9836575925395802,0.8687350148795804,0.6508006030375262,443,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.75,0.7606361044955251
Dwarf,alabaster,female,Vara,Steadmarble,Vara Steadmarble,18,academic,5,,0.7856231989836306,0.7526325866387826,0.378045801619001,0.7229538296130725,0.5475063358101313,0.9856231989836306,0.8026325866387826,0.478045801619001,0.7229538296130725,0.5975063358101314,0.7271709548890076,0.7672091068166575,0.5763149832964735,0.8307452712465293,0.7305445175320574,0.7337327711618348,0.8441691576755,0.6792399525589253,444,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.3,0.3113585477444504
Elf,holly,female,Vanya,Scrollwarden,Vanya Scrollwarden,18,no_qualifications,6,no_known_disabilities,0.8868678591228462,0.9198908094031952,0.4740130665894295,0.7333816797708302,0.5324549539602297,0.936867859122846,0.8698908094031952,0.5740130665894295,0.7333816797708302,0.6324549539602298,0.925058756474358,0.7514593287923883,0.5327299002428951,0.7589283916230903,0.8017462825210915,0.7730123012527976,0.8780843601927498,0.8282075301360579,445,3.2.29,Intergenerational Learning,Faculty of Integrative Inquiry,Learning Futures,"Lifespan Learning: Cognitive, Emotional, and Social Perspectives,The Role of Elders, Children, and Peers in Knowledge Cultures",2,0.6,0.6212529378237179
Dwarf,obsidian,male,Aerik,Voidscript,Aerik Voidscript,18,academic,3,,0.7967691921503952,0.8717385503203904,0.3880756915272846,0.6259607695421487,0.3657199848937136,0.9967691921503952,0.9217385503203904,0.4880756915272846,0.6259607695421487,0.4157199848937136,0.9190859263096904,0.8987376792918816,0.6422244172852627,0.7619612888935238,0.9826773827128706,0.5984744857893518,0.9467749902281044,0.4160852549763272,446,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.45,0.5096356333974011
Dwarf,malachite,female,Eska,Weldspark,Eska Weldspark,18,academic,6,no_known_disabilities,0.7781563094117403,0.7998500754445736,0.6506617837724276,0.8189622037927923,0.4247826010472313,0.9781563094117404,0.8498500754445736,0.7506617837724275,0.8189622037927923,0.4747826010472313,0.8189665170841508,0.8610311598336164,0.6006044101968919,0.737216525721501,0.8954939583283855,0.7799092900105146,0.8692213618180834,0.8383880338718245,447,4.4.42,Consensus Systems in Hybrid Societies,Faculty of Living Lore,Political Myth and Governance,"Foundations of Consensus: Song, Circle, and Signal,Polylogic: Speaking Across Worlds and Logics",2,0.1,0.11594832585420754
Elf,palm,female,Mirani,Foamveil,Mirani Foamveil,18,academic,4,,0.684463780177879,0.4221073757111304,0.935356398708818,0.7481954654076257,0.3256573552728324,0.884463780177879,0.4721073757111304,1.0,0.7481954654076257,0.3756573552728324,0.5542363613510665,0.8551744423045833,0.4073840015357561,0.907235873678749,0.847481079464312,0.8916001309074332,0.7486454346868388,0.531624434227268,448,1.3.9,Artefact Restoration,Faculty of Applied Forging,Forge Arts and Metallurgy,"Reading the Object: Material Histories and Markings,Principles of Conservation and Ethical Restoration",2,0.05,0.052711818067553325
Elf,yew,female,Nyssra,Deeppledge,Nyssra Deeppledge,18,no_qualifications,1,no_known_disabilities,0.7342319704661568,0.7909465128997643,0.6208162043448369,0.4538936525743025,0.5215986160685475,0.8842319704661568,0.7409465128997642,0.8208162043448368,0.4538936525743025,0.5215986160685475,0.7918708673910007,0.6687630441146761,0.8642135316488784,0.7000758758146158,0.6786398947278248,0.5694086335066477,0.7074333709110271,0.5653602847325183,449,4.4.44,Narrative Governance and Institution Building,Faculty of Living Lore,Political Myth and Governance,"Institutions as Stories: Memory, Myth, Mechanism,Governance Through Narrative Form",2,0.9,0.9386881946595265
Elf,holly,female,Riella,Hearthpage,Riella Hearthpage,18,vocational,6,,0.7255472292855789,0.7096072296611536,0.4301464381454416,0.802046943453955,0.4265946498319713,0.8255472292855789,0.7596072296611536,0.5301464381454416,0.802046943453955,0.4765946498319713,0.9036309983756238,0.88132696071023,0.6587631125706734,0.7033702587885349,0.9100863356806635,0.7306105192931875,0.9029226183011184,0.634252159761997,450,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.85,0.8701815499187812
Dwarf,obsidian,male,Eldrik,Voidscript,Eldrik Voidscript,18,academic,6,no_known_disabilities,0.7935661169626835,0.8282405015268306,0.4358176279889819,0.6380034483582928,0.5307069716347943,0.9935661169626836,0.8782405015268305,0.5358176279889819,0.6380034483582928,0.5807069716347943,0.8656610856702164,0.757665981642013,0.496271301169795,0.7642281714858183,0.9249514786700774,0.4645297743081609,0.8594898382146214,0.3892537114950984,451,3.1.27,Epistemological Justice,Faculty of Integrative Inquiry,Ecologies of Knowledge,"What Counts as Knowledge? A Critical Introduction,Mapping Epistemic Power: Institutions, Identity, Inheritance",2,0.85,0.8682830542835108
Elf,ash,male,Caedros,Pyrelatch,Caedros Pyrelatch,18,academic,8,no_known_disabilities,0.8490697094202512,0.690530161245358,0.7715079792329596,0.6093928142019761,0.5112863939227061,0.9990697094202512,0.740530161245358,0.8215079792329595,0.6093928142019761,0.6612863939227062,0.6406927253040506,0.7865081115152026,0.8066839180501044,0.7264876781446157,0.9539340594782704,0.5348246331748205,0.7064964239768214,0.7308353308630202,452,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.55,0.587703028070213
